order,category,finalStatus,finalLevelId,finalAssetPath,loadedAssetPath,loadMode,assemblyAction,assemblySourcePool,assemblyGateClass,assemblyRemainingGap,assemblyCopyRequired,productionLane,productionStyle,productionChainLanguage,chains,sourceCoverage,maxChoices,localPatchSolveRunMax,solveTraceQualityScore,note
43,shape,ShapeCandidatePlanned,campaign500_shape_psg_first10_05_L043_sunglasses,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,81,0.986,7,7,,
44,normal,ReplacedRhythmV4,c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,rail_chain,84,0.987,8,3,0.918,
45,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,Campaign500_HardGateUntil0910,neutral,mixed_chain,72,0.991,8,3,0.835,
46,hole,OriginalNonTarget,hole_candidate_017_std_20x26_maze,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L046_hole_candidate_017_std_20x26_maze.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
47,normal,ReplacedRhythmV4,c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,rail_chain,84,0.981,10,5,0.868,
48,shape,ShapeCandidatePlanned,campaign500_shape_psg_first10_06_L048_kite,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,76,0.992,10,10,,
49,normal,ReplacedRhythmV4,c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,curve_chain,79,0.988,10,6,0.852,
50,normal,ReplacedRhythmV4,c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,67,0.986,6,5,0.866,
51,normal,ReplacedRhythmV4,c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,curve_chain,74,0.985,8,6,0.869,
52,normal,ReplacedRhythmV4,c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelHard,hardgate,rail_chain,75,0.989,10,3,0.886,
53,shape,ShapeCandidatePlanned,campaign500_shape_psg_first10_07_L053_camera,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,92,0.993,10,9,,
54,hole,OriginalNonTarget,hole_topup_001_topup_tall_18x26_dense,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L054_hole_topup_001_topup_tall_18x26_dense.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
55,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,74,0.982,9,7,0.824,
56,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,79,0.954,9,5,0.849,
57,normal,ReplacedRhythmV4,c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,rail_chain,82,0.986,10,4,0.84,
58,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,92,0.988,7,10,,
59,normal,ReplacedRhythmV4,c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PressurePeak,hardgate,mixed_chain,85,0.982,8,5,0.831,
60,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowRail,flow,rail_chain,54,0.994,10,4,0.926,
61,hole,OriginalNonTarget,hole_candidate_057_tall_18x26_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L061_hole_candidate_057_tall_18x26_lock.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
62,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowPatch,flow,patch_chain,67,0.989,8,5,0.911,
63,shape,ShapeCandidatePlanned,campaign500_shape_psg_first10_09_L063_sailboat,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,70,0.983,10,7,,
64,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,66,0.986,9,5,0.824,
65,normal,ReplacedRhythmV4,c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500NormalFullV1UnusedStrict,RhythmV4Front300TraceKeep,False,False,PeelMid,peel,rail_chain,82,0.98,9,8,0.883,
66,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s14_s26_42_nutation_mixed_neutral_v1_rect_s17_o165_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_42_nutation_mixed_neutral_v1_rect_s17_o165_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_42_nutation_mixed_neutral_v1_rect_s17_o165_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,70,0.986,9,6,0.859,
67,shape,ShapeCandidatePlanned,campaign500_shape_psg_first10_10_L067_pager,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,SectionUnlock,,91,0.990,10,8,,
68,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,rail_chain,52,0.985,10,4,0.898,
69,normal,ReplacedRhythmV4,c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PressurePeak,hardgate,mixed_chain,94,0.983,9,5,0.936,
70,normal,ReplacedRhythmV4,c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500NormalFullV1UnusedStrict,RhythmV4Front300TraceKeep,False,False,PeelMid,peel,rail_chain,81,0.987,10,6,0.818,
71,hole,OriginalNonTarget,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L071_hole_candidate_019_std_22x24_section.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
72,normal,ReplacedRhythmV4,c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PressurePeak,hardgate,mixed_chain,86,0.988,10,3,0.885,
73,shape,OriginalNonTarget,r2_outer_strong_005_r2_006_a401_maskonlyb08_06_compact_windmill,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L073_r2_outer_strong_005_r2_006_a401_maskonlyb08_06_com.asset,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L073_windmill_compact.asset,BasePreviewFallback,KeepOriginalShapeFallback,ShapeMaskInventory,ShapePendingGeneration,True,False,,,,,,,,,missingFinalAssetPath
74,normal,ReplacedRhythmV4,c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500NormalFullV1UnusedStrict,RhythmV4Front300TraceKeep,False,False,PeelMid,peel,rail_chain,82,0.988,10,5,0.814,
75,normal,ReplacedRhythmV4,c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PressurePeak,hardgate,mixed_chain,83,0.992,9,6,0.853,
76,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_v1_32_nutation_longchain_spine_v1_rect_c80hf_08_d2_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_32_nutation_longchain_spine_v1_rect_c80hf_08_d2_weave_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_32_nutation_longchain_spine_v1_rect_c80hf_08_d2_weave_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,72,0.947,9,5,0.822,
77,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,curve_chain,46,0.993,9,3,0.919,
78,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_07_L078_pencil_section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_07_L078_pencil_section.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_07_L078_pencil_section.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,SectionUnlock,,84,0.987,10,12,,
79,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_06_nutation_mixed_neutral_v1_rect_s01_o005_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_06_nutation_mixed_neutral_v1_rect_s01_o005_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_06_nutation_mixed_neutral_v1_rect_s01_o005_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,51,0.981,10,6,0.889,
80,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowRail,flow,rail_chain,73,0.986,10,5,0.913,
81,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowRail,flow,rail_chain,43,0.991,9,4,0.911,
