order,section10,difficultyNameZh,sectionWaveRole,templateTargetChains,stageTargetChains,levelId,assetPath,sourcePool,sourceClass,styleGroup,style,chain,band,chains,maxChain,avgChain,effectiveChainLoad,maxChoices,local,near,sts,collapse,rhythmChainDelta,rhythmEffectiveDelta,placementReason
3,1,普通/恢复,Normal,19,19.0,campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowRail,rail_chain,NormalFlow,36,22,11.86,36.51,7,3,3,0.809,0.051,17.0,17.5,target=19;stageTarget=19;effective=36.5;chains=36;role=Normal;style=flow;chain=rail_chain;cost=50.6
245,25,特别困难,PeakExtreme,150,150.0,nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,51,26,14.25,66.52,7,5,5,0.885,0.151,-99.0,-83.5,target=150;stageTarget=150;effective=66.5;chains=51;role=PeakExtreme;style=longchain;chain=spine_chain;cost=212.4
246,25,普通/恢复,Recovery,109,109.0,campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowCurve,curve_chain,NormalFlow,66,21,9.89,69.37,9,5,5,0.884,0.148,-43.0,-39.6,target=109;stageTarget=109;effective=69.4;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=152.9
248,25,普通/恢复,Normal,102,102.0,c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,Campaign500_HardGateUntil0910,light_peel,peel,PeelLight,rail_chain,NormalPeelLight,68,21,9.37,73.52,10,5,4,0.866,0.109,-34.0,-28.5,target=102;stageTarget=102;effective=73.5;chains=68;role=Normal;style=peel;chain=rail_chain;cost=126.8
249,25,特别困难,Hard,137,137.0,nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,50,26,12.54,63.54,6,5,5,0.862,0.248,-87.0,-73.5,target=137;stageTarget=137;effective=63.5;chains=50;role=Hard;style=longchain;chain=spine_chain;cost=202.9
250,25,普通/恢复,Normal,107,107.0,campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,65,21,9.97,75.87,9,7,2,0.869,0.246,-42.0,-31.1,target=107;stageTarget=107;effective=75.9;chains=65;role=Normal;style=neutral;chain=mixed_chain;cost=143.1
252,26,特别困难,Hard,147,147.0,nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,rail_chain,,56,22,11.14,65.82,7,7,7,0.909,0.15,-91.0,-81.2,target=147;stageTarget=147;effective=65.8;chains=56;role=Hard;style=longchain;chain=rail_chain;cost=225.9
254,26,普通/恢复,Normal,101,101.0,c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_hard_chain,,70,21,9.99,71.52,8,3,3,0.907,0.118,-31.0,-29.5,target=101;stageTarget=101;effective=71.5;chains=70;role=Normal;style=hardgate;chain=strict_hard_chain;cost=126.8
255,26,普通/恢复,Recovery,110,110.0,c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowCurve,curve_chain,NormalFlow,66,21,9.42,68.64,8,5,4,0.833,0.274,-44.0,-41.4,target=110;stageTarget=110;effective=68.6;chains=66;role=Recovery;style=flow;chain=curve_chain;cost=160.3
256,26,极难,PeakExtreme,159,159.0,campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalB,26,40,13.65,72.85,11,4,4,0.91,0.014,-133.0,-86.2,target=159;stageTarget=159;effective=72.8;chains=26;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=237.4
257,26,普通/恢复,Normal,107,107.0,c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,light_peel,peel,PeelLight,curve_chain,NormalPeelLight,66,21,9.80,77.71,8,8,5,0.841,0.228,-41.0,-29.3,target=107;stageTarget=107;effective=77.7;chains=66;role=Normal;style=peel;chain=curve_chain;cost=145.9
259,26,普通/恢复,Recovery,126,126.0,campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,66,21,9.91,71.45,10,5,2,0.914,0.14,-60.0,-54.5,target=126;stageTarget=126;effective=71.5;chains=66;role=Recovery;style=neutral;chain=mixed_chain;cost=210.0
260,26,普通/恢复,Normal,101,101.0,c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,66,21,8.79,72.53,9,4,3,0.875,0.14,-35.0,-28.5,target=101;stageTarget=101;effective=72.5;chains=66;role=Normal;style=hardgate;chain=rail_chain;cost=132.4
261,27,普通/恢复,Recovery,107,107.0,c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,rail_chain,Peak,65,21,10.02,77.73,10,4,4,0.835,0.224,-42.0,-29.3,target=107;stageTarget=107;effective=77.7;chains=65;role=Recovery;style=hardgate;chain=rail_chain;cost=156.6
262,27,普通/恢复,Normal,102,102.0,c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,curve_chain,Hard,65,20,8.86,76.69,10,4,3,0.862,0.177,-37.0,-25.3,target=102;stageTarget=102;effective=76.7;chains=65;role=Normal;style=hardgate;chain=curve_chain;cost=155.1
264,27,特别困难,Hard,157,157.0,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalB,26,40,13.65,72.85,11,4,4,0.91,0.014,-131.0,-84.2,target=157;stageTarget=157;effective=72.8;chains=26;role=Hard;style=longchain;chain=family_profile_chain;cost=254.4
265,27,普通/恢复,Recovery,104,104.0,c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,choice_clamp_chain,,64,21,10.20,71.15,7,6,4,0.893,0.159,-40.0,-32.8,target=104;stageTarget=104;effective=71.2;chains=64;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=152.8
266,27,普通/恢复,Normal,97,97.0,nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,47,26,13.30,60.65,6,3,2,0.903,0.176,-50.0,-36.4,target=97;stageTarget=97;effective=60.6;chains=47;role=Normal;style=longchain;chain=spine_chain;cost=144.7
269,27,极难,PeakExtreme,184,184.0,campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalA,22,40,16.59,68.10,9,3,1,0.909,0.062,-162.0,-115.9,target=184;stageTarget=184;effective=68.1;chains=22;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=323.8
270,27,普通/恢复,Normal,114,114.0,c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,curve_chain,Hard,64,21,9.06,73.87,10,5,5,0.912,0.095,-50.0,-40.1,target=114;stageTarget=114;effective=73.9;chains=64;role=Normal;style=hardgate;chain=curve_chain;cost=189.6
271,28,普通/恢复,Recovery,114,114.0,c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_peak_chain,,66,21,9.82,67.41,8,5,4,0.919,0.117,-48.0,-46.6,target=114;stageTarget=114;effective=67.4;chains=66;role=Recovery;style=hardgate;chain=strict_peak_chain;cost=187.4
272,28,普通/恢复,Normal,115,115.0,campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalB,21,42,17.14,67.38,8,3,2,0.919,0.054,-94.0,-47.6,target=115;stageTarget=115;effective=67.4;chains=21;role=Normal;style=longchain;chain=family_profile_chain;cost=191.0
274,28,特别困难,Hard,131,131.0,c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,63,21,9.10,69.13,8,6,5,0.848,0.085,-68.0,-61.9,target=131;stageTarget=131;effective=69.1;chains=63;role=Hard;style=hardgate;chain=rail_chain;cost=206.7
275,28,普通/恢复,Normal,106,106.0,nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,48,26,13.06,60.35,7,3,3,0.917,0.137,-58.0,-45.6,target=106;stageTarget=106;effective=60.4;chains=48;role=Normal;style=longchain;chain=spine_chain;cost=168.6
276,28,极难,PeakExtreme,201,201.0,campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_section_weave,family_profile_chain,LongNormalA,23,41,16.04,64.69,8,3,3,0.93,0.022,-178.0,-136.3,target=201;stageTarget=201;effective=64.7;chains=23;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=370.8
279,28,普通/恢复,Normal,107,107.0,campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,54,21,9.89,66.56,10,7,5,0.872,0.178,-53.0,-40.4,target=107;stageTarget=107;effective=66.6;chains=54;role=Normal;style=neutral;chain=mixed_chain;cost=177.5
280,28,普通/恢复,Normal,107,107.0,campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowPatch,patch_chain,NormalFlow,54,21,9.91,70.05,9,9,4,0.912,0.159,-53.0,-37.0,target=107;stageTarget=107;effective=70.0;chains=54;role=Normal;style=flow;chain=patch_chain;cost=178.5
281,29,普通/恢复,Recovery,107,107.0,nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,43,25,15.33,60.66,6,6,5,0.961,0.037,-64.0,-46.3,target=107;stageTarget=107;effective=60.7;chains=43;role=Recovery;style=longchain;chain=spine_chain;cost=182.0
282,29,普通/恢复,Normal,107,107.0,campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,54,20,10.80,65.08,10,5,3,0.851,0.139,-53.0,-41.9,target=107;stageTarget=107;effective=65.1;chains=54;role=Normal;style=hardgate;chain=rail_chain;cost=185.3
284,29,特别困难,Hard,172,172.0,campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,longchain,longchain,slot_headmix_outerclean,family_profile_chain,LongNormalA,29,41,12.86,64.99,8,5,4,0.925,0.1,-143.0,-107.0,target=172;stageTarget=172;effective=65.0;chains=29;role=Hard;style=longchain;chain=family_profile_chain;cost=299.3
286,29,普通/恢复,Normal,107,107.0,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalB,24,39,14.54,59.72,8,2,2,0.904,0.045,-83.0,-47.3,target=107;stageTarget=107;effective=59.7;chains=24;role=Normal;style=longchain;chain=family_profile_chain;cost=210.8
287,29,极难,PeakExtreme,214,214.0,campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_dense_support,family_profile_chain,LongNormalB,29,38,12.17,65.44,10,5,5,0.893,0.012,-185.0,-148.6,target=214;stageTarget=214;effective=65.4;chains=29;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=461.5
289,29,困难,Hard,115,115.0,campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowRail,rail_chain,NormalFlow,39,22,10.95,42.08,9,3,3,0.915,0.144,-76.0,-72.9,target=115;stageTarget=115;effective=42.1;chains=39;role=Hard;style=flow;chain=rail_chain;cost=233.8
290,29,普通/恢复,Recovery,114,114.0,campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalA,15,38,12.07,44.68,8,3,3,0.924,0.123,-99.0,-69.3,target=114;stageTarget=114;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=263.4
291,30,普通/恢复,Recovery,106,106.0,campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowCurve,rail_chain,NormalFlow,40,22,10.68,42.74,9,5,5,0.919,0.113,-66.0,-63.3,target=106;stageTarget=106;effective=42.7;chains=40;role=Recovery;style=flow;chain=rail_chain;cost=217.9
294,30,普通/恢复,Recovery,110,110.0,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalA,15,38,12.07,44.68,8,3,3,0.924,0.123,-95.0,-65.3,target=110;stageTarget=110;effective=44.7;chains=15;role=Recovery;style=longchain;chain=family_profile_chain;cost=229.4
295,30,普通/恢复,Normal,105,105.0,campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowRail,rail_chain,NormalFlow,38,21,11.32,42.37,8,6,3,0.878,0.163,-67.0,-62.6,target=105;stageTarget=105;effective=42.4;chains=38;role=Normal;style=flow;chain=rail_chain;cost=212.2
296,30,特别困难,Hard,163,163.0,campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalA,17,36,12.29,46.35,9,5,5,0.94,0.038,-146.0,-116.7,target=163;stageTarget=163;effective=46.4;chains=17;role=Hard;style=longchain;chain=family_profile_chain;cost=317.4
297,30,普通/恢复,Normal,114,114.0,campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowPatch,patch_chain,NormalFlow,38,22,11.32,38.78,7,4,4,0.866,0.115,-76.0,-75.2,target=114;stageTarget=114;effective=38.8;chains=38;role=Normal;style=flow;chain=patch_chain;cost=241.1
299,30,极难,PeakExtreme,178,178.0,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,longchain,longchain,slot_headmix_outerclean,family_profile_chain,LongNormalA,15,34,12.00,36.69,8,3,3,0.947,0.06,-163.0,-141.3,target=178;stageTarget=178;effective=36.7;chains=15;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=361.2
300,30,普通/恢复,Recovery,110,110.0,campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowCurve,curve_chain,NormalFlow,36,21,11.83,38.84,9,3,3,0.89,0.1,-74.0,-71.2,target=110;stageTarget=110;effective=38.8;chains=36;role=Recovery;style=flow;chain=curve_chain;cost=246.3
