"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","planningMode","detailedDuty","playerPurpose","targetPressure","designNeed","avoid","sectionDuty","sectionIntent","sectionTheme","positionBeatRole","actualBeatRole","slotDutyV2","styleTargetV2","chainLanguageTargetV2","planningRule","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"49","5","9","Main/Level_Main_49","normal","3","特别困难","89","669","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","基础Flow/Peel + shape/hole 认知 / MiniPeakAndReset","PeakSetup","PeakBeat","DependencyPeak","Peel/LongChain-lite","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"50","5","10","Main/Level_Main_50","normal","1","普通/恢复","67","527","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","基础Flow/Peel + shape/hole 认知 / MiniPeakAndReset","PeakOrLanding","PracticeBeat","NormalPractice","Flow/Peel/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"51","6","1","Main/Level_Main_51","normal","1","普通/恢复","85","589","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"52","6","2","Main/Level_Main_52","normal","2","困难","87","666","section_script_driven","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","solved; local run capped; same-side/directional sweep low; remote switch evidence","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","BaselinePractice","HardReadBeat","LocalRunBreaker","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"53","6","3","Main/Level_Main_53","shape","1","普通/恢复","75","809","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","LanguageTurn","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"54","6","4","Main/Level_Main_54_hole","hole","1","普通/恢复","43","388","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","VisualSpatialTurn","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"55","6","5","Main/Level_Main_55","normal","1","普通/恢复","94","684","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","BridgeRamp","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"56","6","6","Main/Level_Main_56","normal","3","特别困难","96","734","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","FirstReadWindow","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"57","6","7","Main/Level_Main_57","normal","1","普通/恢复","84","601","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","BreathOrPractice","RecoveryBeat","RecoveryFlow","Flow/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"58","6","8","Main/Level_Main_58","shape","2","困难","108","743","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"59","6","9","Main/Level_Main_59","normal","3","特别困难","89","672","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","PeakSetup","PeakBeat","DependencyPeak","Peel/LongChain-lite","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"60","6","10","Main/Level_Main_60","normal","1","普通/恢复","59","370","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","稳定普通节奏 + 初步读题 / ArcEntryReset","PeakOrLanding","PracticeBeat","NormalPractice","Flow/Peel/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"61","7","1","Main/Level_Main_61_hole","hole","1","普通/恢复","43","386","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ResetOpener","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"62","7","2","Main/Level_Main_62","normal","1","普通/恢复","63","394","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","BaselinePractice","PracticeBeat","NormalPractice","Flow/Peel/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"63","7","3","Main/Level_Main_63","shape","1","普通/恢复","72","508","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","LanguageTurn","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"64","7","4","Main/Level_Main_64","normal","1","普通/恢复","66","551","section_script_driven","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","solved; visible language difference; pressure stays normal","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","VisualSpatialTurn","VariationBeat","LanguageVariation","Mixed/Peel/Flow","curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"65","7","5","Main/Level_Main_65","normal","4","极难","104","803","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","BridgeRamp","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
"66","7","6","Main/Level_Main_66","normal","2","困难","89","652","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","FirstReadWindow","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front300-high","","","not_reviewed"
