"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"61","7","1","Main/Level_Main_61_hole","hole","1","普通/恢复","43","386","ResetOpener","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"62","7","2","Main/Level_Main_62","normal","1","普通/恢复","63","394","BaselinePractice","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Flow/Peel/Mixed","rail/curve","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"63","7","3","Main/Level_Main_63","shape","1","普通/恢复","72","508","LanguageTurn","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"64","7","4","Main/Level_Main_64","normal","1","普通/恢复","66","551","VisualSpatialTurn","VariationBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","curve","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"65","7","5","Main/Level_Main_65","normal","4","极难","104","803","BridgeRamp","ExtremePeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","向困难位铺垫，但不能压过困难","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"66","7","6","Main/Level_Main_66","normal","2","困难","89","652","FirstReadWindow","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","出现第一次明确读题/区域切换","solved; region/axis switch evidence; choices readable","front300-high","","","not_reviewed"
"67","7","7","Main/Level_Main_67","shape","2","困难","104","752","BreathOrPractice","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"68","7","8","Main/Level_Main_68","normal","1","普通/恢复","59","368","LatePressureWindow","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Flow/Peel/Mixed","rail/curve","若模板为困难则做主困难；若普通则做后段练习","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"69","7","9","Main/Level_Main_69","normal","3","特别困难","100","760","PeakSetup","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain-lite","System.Object[]","为10准备或承担小峰，避免重复8","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"70","7","10","Main/Level_Main_70","normal","2","困难","103","741","PeakOrLanding","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","稳定普通节奏 + 初步读题 / PracticeBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","本组落点；要有记忆点或清晰收束","solved; region/axis switch evidence; choices readable","front300-high","","","not_reviewed"
"71","8","1","Main/Level_Main_71_hole","hole","1","普通/恢复","45","447","ResetOpener","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"72","8","2","Main/Level_Main_72","normal","3","特别困难","104","802","BaselinePractice","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain-lite","System.Object[]","与前后关保持风格/语言/画布手感差异","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"73","8","3","Main/Level_Main_73","shape","1","普通/恢复","82","737","LanguageTurn","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"74","8","4","Main/Level_Main_74","normal","1","普通/恢复","87","642","VisualSpatialTurn","VariationBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","spine-lite/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"75","8","5","Main/Level_Main_75","normal","1","普通/恢复","103","746","BridgeRamp","RampBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"76","8","6","Main/Level_Main_76","normal","3","特别困难","94","703","FirstReadWindow","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain-lite","System.Object[]","出现第一次明确读题/区域切换","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"77","8","7","Main/Level_Main_77","normal","1","普通/恢复","48","516","BreathOrPractice","RecoveryBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Mixed","rail/mixed","从6回落或换语言释放","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"78","8","8","Main/Level_Main_78","shape","1","普通/恢复","87","697","LatePressureWindow","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"79","8","9","Main/Level_Main_79","normal","1","普通/恢复","58","504","PeakSetup","RampBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"80","8","10","Main/Level_Main_80","normal","1","普通/恢复","89","689","PeakOrLanding","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","稳定普通节奏 + 初步读题 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Flow/Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"81","9","1","Main/Level_Main_81","normal","1","普通/恢复","46","380","ResetOpener","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","稳定普通节奏 + 初步读题 / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"82","9","2","Main/Level_Main_82_hole","hole","1","普通/恢复","45","441","BaselinePractice","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","稳定普通节奏 + 初步读题 / PressureBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"83","9","3","Main/Level_Main_83","shape","2","困难","103","711","LanguageTurn","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","稳定普通节奏 + 初步读题 / PressureBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"84","9","4","Main/Level_Main_84","normal","2","困难","88","665","VisualSpatialTurn","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","稳定普通节奏 + 初步读题 / PressureBuild","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","与前后关保持风格/语言/画布手感差异","solved; local run capped; same-side/directional sweep low; remote switch evidence","front300-high","","","not_reviewed"
