order,section10,mainMissionId,levelName,category,difficultyNameZh,experienceRole,roleInSection,finalStatus,finalLevelId,finalAssetPath,originalLevelId,originalAssetPath,replacementSourceKind,productionLane,productionChainLanguage,productionDifficultyBand,sourceCoverage,maxChoices,localPatchSolveRunMax,nearOuterPatchSolveRunMax,solveTraceQualityScore,solveTraceCollapseRiskScore,solveSameAxisRunMax,solveSameDirHeadRunMax,assemblyAction,assemblySourcePool,assemblySourceRoot,assemblyGateClass,assemblySelectionReason,assemblyCopyRequired,assemblyCandidateLevelId,assemblyCandidateAssetPath,assemblyCandidateStyle,assemblyCandidateChainLanguage,assemblyCandidateRole,assemblyManualReview,assemblyRemainingGap,assemblyGapReason,assemblyCandidateWidth,assemblyCandidateHeight,assemblyCandidateChains,assemblyCandidateAvgChoices,assemblyCandidateMaxChain,assemblyCandidateAvgChain,assemblyCandidateStraightness,assemblyCandidateProfile
23,3,123,Main/Level_Main_23,shape,普通/恢复,FixedFront40,,ShapeCandidatePlanned,campaign500_shape_psg_direction3_01_L023_train,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_compact_train,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L023_r2_outer_strong_005_r2_006_a401_maskonlyb04_01_com.asset,shape_psg_inventory,,,,0.991,10,7,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_direction3_01_L023_train,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset,CoreBurst,,TraceKeeper,False,False,,,,87,5.43,,,,CoreBurst
24,3,124,Main/Level_Main_24,normal,普通/恢复,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset,direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L024_direct_pure_topup_05_02_direct_normal_pure_rect_se.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.991,9,4,4,0.911,0.106,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_102
25,3,125,Main/Level_Main_25,normal,困难,FixedFront40,Hard,ReplacedFront300PriorityV3,c5nep_w2fr_03_nutation_flow_rail_v1_rect_s12_o115_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_03_nutation_flow_rail_v1_rect_s12_o115_v02_flowrail_patch_chain.asset,direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L025_direct_pure_normal_extra_01_10_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.991,9,6,6,0.908,0.057,5,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,c5nep_w2fr_03_nutation_flow_rail_v1_rect_s12_o115_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_03_nutation_flow_rail_v1_rect_s12_o115_v02_flowrail_patch_chain.asset,,patch_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:w2fr
26,3,126,Main/Level_Main_26_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_058_tall_18x26_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset,hole_candidate_058_tall_18x26_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
27,3,127,Main/Level_Main_27,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_direction3_02_L027_crownvarianta,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset,r2_outer_strong_005_r2_006_a401_maskonlyb09_09_compact_crownvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L027_r2_outer_strong_005_r2_006_a401_maskonlyb09_09_com.asset,shape_psg_inventory,,,,0.993,8,10,4,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_direction3_02_L027_crownvarianta,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset,LockBuckle,,TraceKeeper,False,False,,,,72,4.32,,,,LockBuckle
28,3,128,Main/Level_Main_28,normal,普通/恢复,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset,direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L028_direct_pure_topup_02_24_direct_refresh_topup_rect_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.987,10,6,3,0.913,0.111,6,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_197
29,3,129,Main/Level_Main_29,normal,极难,FixedFront40,Peak,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset,sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L029_sgp_merged_final_outer_repair_quality_filtered26_h.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.988,9,3,3,0.915,0.144,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_134
30,3,130,Main/Level_Main_30,normal,普通/恢复,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset,direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L030_direct_diff120_42_direct_diff_normal_room_gate_dou.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.996,10,4,2,0.915,0.141,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:fastlane1
31,4,131,Main/Level_Main_31,normal,普通/恢复,FixedFront40,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset,direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L031_direct_pure_topup_01_05_direct_refresh_topup_rect_.asset,normal,Campaign500_HardGateUntil0910,curve_chain,NormalFlow,0.985,10,4,1,0.898,0.183,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset,,curve_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:fastlane1
32,4,132,Main/Level_Main_32,shape,普通/恢复,FixedFront40,,ShapeCandidatePlanned,campaign500_shape_psg_direction3_03_L032_wavecrest,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset,r2_outer_strong_005_r2_006_a401_maskonlyb08_03_compact_wavecrest,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L032_r2_outer_strong_005_r2_006_a401_maskonlyb08_03_com.asset,shape_psg_inventory,,,,0.977,14,9,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,ManualAcceptedProposed,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_direction3_03_L032_wavecrest,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset,Sweep,,ManualKeeper,True,False,,,,83,6.92,,,,Sweep
33,4,133,Main/Level_Main_33,normal,普通/恢复,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s14_s26_38_nutation_flow_rail_v1_rect_s17_o161_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_38_nutation_flow_rail_v1_rect_s17_o161_v01_flowrail_rail_chain.asset,direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L033_direct_pure_topup_04_17_direct_normal_pure_rect_ou.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.991,9,2,2,0.908,0.089,6,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s14_s26_38_nutation_flow_rail_v1_rect_s17_o161_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_38_nutation_flow_rail_v1_rect_s17_o161_v01_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_161
34,4,134,Main/Level_Main_34,normal,困难,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain.asset,direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L034_direct_pure_topup_04_03_direct_normal_pure_rect_lo.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.992,10,4,4,0.926,0.056,5,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain.asset,,patch_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_346
35,4,135,Main/Level_Main_35,normal,普通/恢复,FixedFront40,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset,direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L035_direct_pure_topup_01_12_direct_refresh_topup_rect_.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.995,10,4,2,0.89,0.187,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset,,patch_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:fastlane1
36,4,136,Main/Level_Main_36,normal,普通/恢复,FixedFront40,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset,direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L036_direct_pure_normal_extra_01_12_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,NormalFlow,0.995,8,6,3,0.878,0.163,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset,,rail_chain,NormalFlow,False,False,,,,,,,,,relocated_from_order_102
37,4,137,Main/Level_Main_37_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_009_std_20x22_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L037_hole_candidate_009_std_20x22_lock.asset,hole_candidate_009_std_20x22_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L037_hole_candidate_009_std_20x22_lock.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
38,4,138,Main/Level_Main_38,shape,困难,FixedFront40,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset,r2_outer_strong_005_r2_006_a401_maskonlyb08_07_main_suspensionbridge,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L038_r2_outer_strong_005_r2_006_a401_maskonlyb08_07_mai.asset,shape_psg_inventory,,,,0.990,10,8,4,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset,SectionUnlock,,TraceKeeper,False,False,,,,88,5.45,,,,SectionUnlock
39,4,139,Main/Level_Main_39,normal,特别困难,FixedFront40,Peak,ReplacedFront300PriorityV3,c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain.asset,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L039_direct_normal_06_direct_normal_rect_core_burst_g0_.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.991,9,6,4,0.898,0.091,5,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain.asset,,patch_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:w2fr
40,4,140,Main/Level_Main_40,normal,困难,FixedFront40,Hard,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain.asset,direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L040_direct_pure_topup_05_11_direct_normal_pure_rect_lo.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.994,8,4,4,0.828,0.16,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ExternalCandidatePlanned,False,campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain.asset,,patch_chain,NormalFlow,False,False,,,,,4.78,,,,relocated_from_order_62
41,5,141,Main/Level_Main_41,normal,普通/恢复,Recovery,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,campaign500_normal_early_plus_v1_topup_fastlane1_07_nutation_flow_rail_v1_rect_s09_o081_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_07_nutation_flow_rail_v1_rect_s09_o081_v00_flowrail_patch_chain.asset,direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L041_direct_pure_topup_03_17_direct_refresh_topup_rect_.asset,normal,Campaign500_HardGateUntil0910,patch_chain,NormalFlow,0.993,8,4,3,0.905,0.181,7,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=flow|oldStatus=ReplacedHardGate0910,False,campaign500_normal_early_plus_v1_topup_fastlane1_07_nutation_flow_rail_v1_rect_s09_o081_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_07_nutation_flow_rail_v1_rect_s09_o081_v00_flowrail_patch_chain.asset,,patch_chain,NormalFlow,False,False,,,,,,,,,Campaign500NormalFullV1:fastlane1
42,5,142,Main/Level_Main_42,normal,困难,Normal,,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset,direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L042_direct_pure_topup_04_12_direct_normal_pure_rect_de.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,NormalNeutral,0.973,9,5,5,0.926,0.092,7,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=neutral|oldStatus=OriginalNonTarget,False,campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset,,mixed_chain,NormalNeutral,False,False,,,,,,,,,relocated_from_order_174
43,5,143,Main/Level_Main_43,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_first10_05_L043_sunglasses,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_17_large_sunglasses,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L043_r2_outer_strong_005_r2_006_a401_maskonlyb05_17_lar.asset,shape_psg_inventory,,,,0.986,7,7,4,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_first10_05_L043_sunglasses,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset,LockBuckle,,TraceKeeper,False,False,,,,81,4.06,,,,LockBuckle
