order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
197,Normal,Normal,E_early_peak,refresh,maze,direct_pure_topup_slice05_candidates,83,156.9,14,6.92,352,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset,direct_normal:maze_long_chain:g11,ok,long-straight-run
198,Shape,Novelty,E_early_peak,normal,shape_object,shape_final_with_supplement,105,290,15,12.9,11.8,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,shape:Object:tools-items:object:procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,Normal
199,Recovery,Recovery,E_early_peak,normal,section,direct_normal_candidates,108,149.4,22,10.00,504,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,direct_normal:section_unlock:g4,ok,ok
200,Normal,Normal,E_early_peak,normal,section,direct_normal_topup_candidates,106,153.8,20,8.77,524,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,direct_normal:stair_push:g6,ok,ok
201,HoleRescue,Mechanic,hole10_block_201_210,normal,hole_rescue,hole_combined_20260613,56,249,9,0.161,0.242,hole_candidate_037_std_26x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,hole_combined:SectionUnlock:std_26x24_section,hole10_v4:SectionUnlock:keep,hole10_v4_keep
202,Normal,Normal,A_peak9,refresh,dense,direct_pure_topup_slice06_candidates,94,162.0,18,7.11,391,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,asset:direct_pure_topup_06_09_direct_n,ok,ok
203,Shape,Novelty,A_peak9,normal,shape_ocean,shape_final_with_supplement,103,282,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,shape:Ocean:diving-gear:equipment:procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223,rel:Novelty:ShapeVisual:Shape:Ocean:diving-gear:equipment:main,Normal
204,Pressure,Hard,A_peak9,normal,section,direct_normal_candidates,107,151.6,17,8.27,567,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,direct_normal:dual_zone:g0,ok,ok
205,Recovery,Recovery,A_peak9,normal,sweep,direct_normal_candidates,111,142.4,16,10.79,534,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,asset:direct_normal_131_direct_normal_,ok,ok
206,Normal,Normal,A_peak9,normal,lock,direct_normal_topup_candidates,103,148.5,23,8.34,515,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal:core_burst:g6,ok,ok
207,Shape,Novelty,A_peak9,normal,shape_music,shape_final_with_supplement,103,288,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,shape:Music:stage:object:procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
208,Pressure,Hard,A_peak9,normal,section,direct_normal_candidates,111,152.7,18,8.79,596,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,direct_normal:section_unlock:g1,ok,ok
209,Peak,VeryHard,A_peak9,hard,lock,direct_pure_topup_slice08_candidates,157,158.2,18,11.22,751,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,direct_polish:lock_buckle:g12,ok,ok
210,Normal,Normal,A_peak9,normal,section,direct_normal_candidates,113,151.6,24,7.97,472,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal:quasi_symmetry:g2,ok,ok
211,Recovery,Recovery,F_chapter_breath,normal,sweep,direct_normal_candidates,103,157.8,16,9.33,497,direct_normal_135_direct_normal_rect_sweep_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,direct_normal:sweep:g1,ok,ok
212,Normal,Normal,F_chapter_breath,normal,maze,direct_pure_normal_extra_slice01_candidates,85,167.6,12,7.18,310,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_normal:maze_long_chain:g16,ok,ok
213,Shape,Novelty,F_chapter_breath,normal,shape_nature,shape_final_with_supplement,106,289,15,12.9,11.9,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,shape:Nature:plants-creatures:natural:procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436,rel:Hard:ShapePressure:Shape:Nature:plants-creatures:natural:main,Normal
214,Pressure,Hard,F_chapter_breath,normal,lock,direct_normal_candidates,105,158.2,12,9.64,506,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal:core_burst:g0,ok,ok
215,Normal,Normal,F_chapter_breath,refresh,dense,direct_pure_topup_slice05_candidates,90,168.7,15,6.56,376,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_normal:dense_weave:g10,ok,ok
216,Peak,VeryHard,F_chapter_breath,hard,section,direct_pure_topup_slice09_candidates,144,169.3,16,7.17,854,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,direct_polish:stair_push:g14,ok,ok
217,HoleRescue,Mechanic,hole10_block_211_220,normal,hole_rescue,hole_combined_20260613,56,249,12,0.214,0.245,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,hole_combined:LockBuckle:wide_28x22_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
218,Shape,Novelty,F_chapter_breath,normal,shape_vehicle,shape_final_with_supplement,106,291,15,12.9,11.9,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,shape:Vehicle:transport:vehicle:procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458,rel:Novelty:ShapeVisual:Shape:Vehicle:transport:vehicle:main,Normal
219,Normal,Normal,F_chapter_breath,normal,section,direct_normal_topup_candidates,105,158.3,18,7.65,463,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,direct_normal:section_unlock:g8,ok,ok
220,Normal,Normal,F_chapter_breath,normal,lock,direct_pure_normal_extra_slice02_candidates,80,202.1,11,5.43,317,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset,direct_normal:lock_buckle:g19,ok,ok
221,Recovery,Recovery,B_peak7_end_calm,normal,dense,direct_normal_topup_candidates,109,138.0,22,9.82,560,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset,direct_normal:dense_weave:g7,ok,ok
222,Normal,Normal,B_peak7_end_calm,normal,lock,direct_normal_candidates,104,165.9,23,7.06,449,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset,direct_normal:core_burst:g2,ok,ok
223,Shape,Novelty,B_peak7_end_calm,normal,shape_music,shape_final_with_supplement,103,294,14,12.04,12.1,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,shape:Music:stage:object:procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
224,Pressure,Hard,B_peak7_end_calm,normal,section,direct_normal_candidates,108,158.1,18,8.61,580,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,direct_normal:dual_zone:g2,ok,ok
225,HoleRescue,Mechanic,hole10_block_221_230,normal,hole_rescue,hole_combined_20260613,57,250,13,0.228,0.242,hole_topup_022_topup_std_22x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_022_topup_std_22x28_maze.asset,hole_combined:MazeLongChain:topup_std_22x28_maze,hole10_v4:MazeLongChain:keep,hole10_v4_keep
226,Normal,Normal,B_peak7_end_calm,normal,section,direct_normal_candidates,105,166.9,17,8.15,437,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,direct_normal:quasi_symmetry:g0,ok,ok
227,Peak,VeryHard,B_peak7_end_calm,hard,lock,direct_polish_hard_candidates,163,159.2,22,8.24,920,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish:lock_buckle:g4,ok,ok
228,Shape,Novelty,B_peak7_end_calm,normal,shape_magic,shape_final_with_supplement,109,279,15,12.9,12.3,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,shape:Magic:creature:creature:procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455,rel:Hard:ShapePressure:Shape:Magic:creature:creature:main,Normal
229,Pressure,Hard,B_peak7_end_calm,normal,section,direct_normal_candidates,107,162.2,16,8.28,572,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset,direct_normal:section_unlock:g3,ok,ok
230,Recovery,Recovery,B_peak7_end_calm,normal,sweep,direct_pure_topup_slice04_candidates,101,168.1,18,6.17,452,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset,direct_normal:sweep:g6,ok,ok
231,Recovery,Recovery,C_double_wave,normal,maze,direct_pure_normal_extra_slice03_candidates,103,154.0,20,8.75,387,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset,direct_normal:maze_long_chain:g15,ok,ok
232,Pressure,Hard,C_double_wave,hard,lock,direct_polish_clean_candidates,143,152.2,19,11.84,723,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset,direct_polish:core_burst:g0,ok,ok
233,Shape,Novelty,C_double_wave,normal,shape_object,shape_final_with_supplement,108,293,15,12.9,12.2,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,shape:Object:tools-items:object:procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:transition,Normal
234,Recovery,Recovery,C_double_wave,refresh,sweep,no_mask_style_expansion_preview,54,155.3,14,8.11,143,nomask_style_expansion_16_zig_river_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset,motif:zig_river,ok,long-straight-run
235,HoleRescue,Mechanic,hole10_block_231_240,normal,hole_rescue,hole_combined_20260613,58,251,9,0.155,0.278,hole_topup_045_topup_wide_28x22_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset,hole_combined:DualZone:topup_wide_28x22_dual,hole10_v4:DualZone:keep,hole10_v4_keep
236,Pressure,Hard,C_double_wave,normal,section,direct_normal_topup_candidates,107,159.5,17,7.40,543,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,direct_normal:quasi_symmetry:g11,ok,ok
237,Normal,Normal,C_double_wave,normal,lock,direct_normal_candidates,104,154.7,19,8.59,454,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,asset:direct_normal_71_direct_normal_r,ok,ok
238,Shape,Novelty,C_double_wave,normal,shape_character,shape_final_with_supplement,108,294,15,12.9,12.2,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,shape:Character:animals-mascots:character:procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455,rel:Hard:ShapePressure:Shape:Character:animals-mascots:character:main,Normal
239,Peak,RelativeExtreme,C_double_wave,very_hard,section,direct_polish_hard_candidates,171,153.2,19,8.40,1121,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset,direct_polish:section_unlock:g6,ok,ok
240,Recovery,Recovery,C_double_wave,normal,section,direct_polish_clean_candidates,117,146.2,25,10.47,487,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,direct_polish:dual_zone:g0,ok,ok
241,Recovery,Recovery,D_visual_middle,hard,sweep,direct_normal_candidates,120,163.0,15,11.94,517,direct_normal_115_direct_normal_rect_sweep_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset,direct_normal:sweep:g5,ok,ok
242,HoleRescue,Mechanic,hole10_block_241_250,normal,hole_rescue,hole_combined_20260613,58,251,5,0.086,0.257,hole_candidate_073_wide_28x22_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_073_wide_28x22_section.asset,hole_combined:SectionUnlock:wide_28x22_section,hole10_v4:SectionUnlock:keep,hole10_v4_keep
243,Shape,Novelty,D_visual_middle,normal,shape_space,shape_final_with_supplement,111,298,16,13.76,12,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,shape:Space:sci-fi:character:procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521,rel:Normal:ShapeNormal:Shape:Space:sci-fi:character:main,Normal
244,Normal,Normal,D_visual_middle,normal,section,direct_normal_topup_candidates,115,128.2,19,9.95,541,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset,direct_normal:stair_push:g7,ok,ok
245,Pressure,Hard,D_visual_middle,hard,lock,direct_polish_clean_candidates,150,157.2,19,10.51,685,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,direct_polish:core_burst:g2,ok,ok
246,Recovery,Recovery,D_visual_middle,normal,maze,direct_normal_candidates,109,139.9,19,10.67,608,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,direct_normal:maze_long_chain:g2,ok,ok
247,Shape,Novelty,D_visual_middle,normal,shape_object,shape_final_with_supplement,109,298,15,12.9,12.3,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,shape:Object:tools-items:object:procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515,rel:Novelty:ShapeVisual:Shape:Object:tools-items:object:main,Normal
