"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","loadMode","originalLevelId","originalAssetPath","finalLevelId","finalAssetPath","actualLoadedAssetPath","actualLoadedGuid","syncAssetPath","replacementSourcePool","replacementSourceKind","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","rhythmStyleGroup","sectionWaveRole","rhythmStageBand","templateTargetChains","actualChains","effectiveChainLoad","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"21","3","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L021_direct_diff120_04_direct_diff_refresh_dag_unlock_s.asset","campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain.asset","145cf0cda4c002a4cbc51bed907e1dc8","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_78_nutation_mixed_neutral_v1_rect_s07_o062_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowPatch","flow","patch_chain","flow","Normal","S01_light_ramp","59","60","61.54","0.994","8","4","0.828","target=59;stageTarget=59;effective=61.5;chains=60;role=Normal;style=flow;chain=patch_chain;cost=26.4","rhythm_v4|target=59;stageTarget=59;effective=61.5;chains=60;role=Normal;style=flow;chain=patch_chain;cost=26.4"
"22","3","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","nomask_style_expansion_26_stair_ladder_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L022_nomask_style_expansion_26_stair_ladder_a.asset","campaign500_normal_full_v1_s01_s13_28_nutation_mixed_neutral_v1_rect_s03_o021_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_28_nutation_mixed_neutral_v1_rect_s03_o021_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_28_nutation_mixed_neutral_v1_rect_s03_o021_v00_neutralmixed_mixed_chain.asset","a6aad120b9594f6468b724899496f6a5","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_28_nutation_mixed_neutral_v1_rect_s03_o021_v00_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","neutral","Normal","S01_light_ramp","55","58","62.99","0.993","8","6","0.857","target=55;stageTarget=55;effective=63.0;chains=58;role=Normal;style=neutral;chain=mixed_chain;cost=43.5","rhythm_v4|target=55;stageTarget=55;effective=63.0;chains=58;role=Normal;style=neutral;chain=mixed_chain;cost=43.5"
"23","3","shape","普通/恢复","FixedFront40","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb04_01_compact_train","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L023_r2_outer_strong_005_r2_006_a401_maskonlyb04_01_com.asset","campaign500_shape_psg_direction3_01_L023_train","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset","9f2bda30d1d97484a9c98b1e3e7039b0","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","CoreBurst","","","FixedFront40","S01_light_ramp","69","87","","0.991","10","7","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"24","3","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L024_direct_pure_topup_05_02_direct_normal_pure_rect_se.asset","campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","c84b959032ab68a4dbdf84d9276ecf03","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","Campaign500NormalFullV1UnusedStrict","normal","RhythmV4Front300TraceKeep","PeelMid","peel","rail_chain","peel","Normal","S01_light_ramp","82","79","83.41","0.99","9","5","0.811","target=82;stageTarget=82;effective=83.4;chains=79;role=Normal;style=peel;chain=rail_chain;cost=37.0","rhythm_v4|target=82;stageTarget=82;effective=83.4;chains=79;role=Normal;style=peel;chain=rail_chain;cost=37.0"
"25","3","normal","困难","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L025_direct_pure_normal_extra_01_10_direct_normal_pure_.asset","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","faaa6a67c34b5bf4db4723ee8f7b1e12","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","hardgate","Hard","S01_light_ramp","98","89","95.99","0.985","9","4","0.884","target=98;stageTarget=96;effective=96.0;chains=89;role=Hard;style=hardgate;chain=mixed_chain;cost=26.3","rhythm_v4|target=98;stageTarget=96;effective=96.0;chains=89;role=Hard;style=hardgate;chain=mixed_chain;cost=26.3"
"26","3","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_candidate_058_tall_18x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset","hole_candidate_058_tall_18x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset","cbf7398778e0d2b4da618201fb4b2383","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset","","","","","","","","HoleRescue","S01_light_ramp","42","","","","","","","unchanged_from_v3_or_non_normal",""
"27","3","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb09_09_compact_crownvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L027_r2_outer_strong_005_r2_006_a401_maskonlyb09_09_com.asset","campaign500_shape_psg_direction3_02_L027_crownvarianta","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset","940d4bf35338d604ebeb2f799b3fb904","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","LockBuckle","","","Shape","S01_light_ramp","68","72","","0.993","8","10","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"28","3","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L028_direct_pure_topup_02_24_direct_refresh_topup_rect_.asset","campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain.asset","df820ac5d66dd8845b193b2505155249","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowPatch","flow","rail_chain","flow","Normal","S01_light_ramp","63","59","63.51","0.992","10","4","0.926","target=63;stageTarget=63;effective=63.5;chains=59;role=Normal;style=flow;chain=rail_chain;cost=36.2","rhythm_v4|target=63;stageTarget=63;effective=63.5;chains=59;role=Normal;style=flow;chain=rail_chain;cost=36.2"
"29","3","normal","极难","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L029_sgp_merged_final_outer_repair_quality_filtered26_h.asset","campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain.asset","ea7d38b96b0bd084f81c8fa7ea200403","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_108_nutation_pressure_peak_v1_rect_s35_o347_v02_pressurepeak_mixed_chain.asset","Campaign500NormalFullV1UnusedStrict","normal","RhythmV4Front300TraceKeep","PressurePeak","peel","mixed_chain","peel","PeakExtreme","S01_light_ramp","98","90","97.40","0.985","10","5","0.816","target=98;stageTarget=96;effective=97.4;chains=90;role=PeakExtreme;style=peel;chain=mixed_chain;cost=15.5","rhythm_v4|target=98;stageTarget=96;effective=97.4;chains=90;role=PeakExtreme;style=peel;chain=mixed_chain;cost=15.5"
"30","3","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L030_direct_diff120_42_direct_diff_normal_room_gate_dou.asset","campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","43226843fa380a94ca7b51d818c9d7a3","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","neutral","Normal","S01_light_ramp","92","78","82.48","0.993","9","5","0.836","target=92;stageTarget=84;effective=82.5;chains=78;role=Normal;style=neutral;chain=mixed_chain;cost=55.4","rhythm_v4|target=92;stageTarget=84;effective=82.5;chains=78;role=Normal;style=neutral;chain=mixed_chain;cost=55.4"
"31","4","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L031_direct_pure_topup_01_05_direct_refresh_topup_rect_.asset","c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","d20256f0b0c39cf439a0e99601d6c7fa","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","FlowCurve","flow","curve_chain","flow","Normal","S01_light_ramp","61","55","59.91","0.983","8","6","0.864","target=61;stageTarget=61;effective=59.9;chains=55;role=Normal;style=flow;chain=curve_chain;cost=32.3","rhythm_v4|target=61;stageTarget=61;effective=59.9;chains=55;role=Normal;style=flow;chain=curve_chain;cost=32.3"
"32","4","shape","普通/恢复","FixedFront40","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb08_03_compact_wavecrest","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L032_r2_outer_strong_005_r2_006_a401_maskonlyb08_03_com.asset","campaign500_shape_psg_direction3_03_L032_wavecrest","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset","886e8b8365360ba4d94c8238422884db","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset","ShapeMaskInventory","shape_psg_inventory","ManualAcceptedProposed","","Sweep","","","FixedFront40","S01_light_ramp","67","83","","0.977","14","9","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"33","4","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L033_direct_pure_topup_04_17_direct_normal_pure_rect_ou.asset","c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","a38e26660bd56594588de98e1304aa33","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","neutral","Normal","S01_light_ramp","78","75","78.24","0.986","8","6","0.933","target=78;stageTarget=78;effective=78.2;chains=75;role=Normal;style=neutral;chain=mixed_chain;cost=32.5","rhythm_v4|target=78;stageTarget=78;effective=78.2;chains=75;role=Normal;style=neutral;chain=mixed_chain;cost=32.5"
"34","4","normal","困难","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L034_direct_pure_topup_04_03_direct_normal_pure_rect_lo.asset","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","5c17884fb2fd54e45a63d125d6e1b516","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PeelLight","peel","rail_chain","peel","Normal","S01_light_ramp","93","79","86.83","0.988","9","6","0.836","target=93;stageTarget=84;effective=86.8;chains=79;role=Normal;style=peel;chain=rail_chain;cost=44.8","rhythm_v4|target=93;stageTarget=84;effective=86.8;chains=79;role=Normal;style=peel;chain=rail_chain;cost=44.8"
"35","4","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L035_direct_pure_topup_01_12_direct_refresh_topup_rect_.asset","campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","5a1fd20668e2cff459b1687397a3903f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","neutral","Normal","S01_light_ramp","65","65","67.58","0.988","8","4","0.82","target=65;stageTarget=65;effective=67.6;chains=65;role=Normal;style=neutral;chain=mixed_chain;cost=29.1","rhythm_v4|target=65;stageTarget=65;effective=67.6;chains=65;role=Normal;style=neutral;chain=mixed_chain;cost=29.1"
"36","4","normal","普通/恢复","FixedFront40","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L036_direct_pure_normal_extra_01_12_direct_normal_pure_.asset","c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","385d6cd0ba67efd49b0d7843a3532e48","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PeelLight","peel","rail_chain","peel","Normal","S01_light_ramp","83","77","82.66","0.985","10","5","0.903","target=83;stageTarget=83;effective=82.7;chains=77;role=Normal;style=peel;chain=rail_chain;cost=44.6","rhythm_v4|target=83;stageTarget=83;effective=82.7;chains=77;role=Normal;style=peel;chain=rail_chain;cost=44.6"
